Label,Message,Length,Tokens
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,65,"['shuhui', 'change', 'suntec', 'steamboat', 'noe', 'r']"
ham,I dont want to hear anything,28,"['nt', 'want', 'hear']"
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",152,"['wow', 'love', 'sooo', 'know', 'barely', 'stand', 'wonder', 'day', 'goes', 'love', 'think', 'miss']"
ham,Ok,2,['ok']
ham,I cant pick the phone right now. Pls send a message,51,"['nt', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
ham,Pls send me the correct name da.,32,"['pls', 'send', 'correct', 'da']"
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,91,"['thanx', 'cool', 'thanx', 'bday', 'drinks', 'nite', 'care', 'c']"
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,"['d', 'aha']"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,126,"['hi', 'spoke', 'maneesha', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']"
ham,ITS A LAPTOP TAKE IT WITH YOU.,30,['laptop']
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",169,"['famous', 'quote', 'develop', 'ability', 'listen', 'unconditionally', 'losing', 'temper', 'self', 'confidence', 'means', 'married']"
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,80,"['jus', 'finish', 'lunch', 'way', 'home', 'lor', 'tot', 'dun', 'wan', 'stay', 'sch', 'today']"
ham,"Awesome, text me when you're restocked",38,"['awesome', 'text', 'restocked']"
ham,If I was I wasn't paying attention,34,"['paying', 'attention']"
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",44,"['k', 'wait', 'chikku', 'il', 'send', 'aftr', 'mins']"
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,69,"['pls', 'prometazine', 'syrup', 'mins', 'later', 'feed']"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",159,"['sms', 'services', 'inclusive', 'text', 'credits', 'pls', 'goto', 'unsubscribe', 'stop', 'extra', 'charge', 'po']"
ham,Yes. I come to nyc for audiitions and am trying to relocate.,60,"['yes', 'come', 'nyc', 'audiitions', 'trying', 'relocate']"
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,190,"['means', 'february', 'april', 'getting', 'place', 'stay', 'hustle', 'forth', 'audition', 'season', 'sister', 'moved', 'away', 'harlem']"
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,80,"['good', 'day', 'busy', 'tomorrow', 'night']"
ham,Yesterday its with me only . Now am going home.,47,"['yesterday', 'going', 'home']"
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",167,"['fantastic', 'chance', 'need', 'bigger', 'life', 'lift', 'losing', 'live', 'think', 'person', 'die', 'n', 'v', 'q']"
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,73,"['ok', 'found', 'dis', 'pierre', 'cardin', 'looks', 'normal', 'costs', 'sale']"
ham,K:)eng rocking in ashes:),25,"['rocking', 'ashes']"
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",149,"['xxxmobilemovieclub', 'use', 'credit', 'click', 'wap', 'link', 'txt', 'message', 'click']"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",101,"['hello', 'yeah', 'got', 'bath', 'need', 'hair', 'come', 'yeah']"
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,"['hurry', 'home', 'big', 'butt', 'hang', 'caller', 'food', 'starving', 'ask', 'cooked']"
ham,Ok no prob,10,"['ok', 'prob']"
ham,The hair cream has not been shipped.,36,"['hair', 'cream', 'shipped']"
ham,Going to join tomorrow.,23,"['going', 'join', 'tomorrow']"
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,"['xmas', 'story', 'peace', 'xmas', 'msg', 'love', 'xmas', 'miracle', 'jesus', 'hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'merry', 'xmas']"
ham,Otherwise had part time job na-tuition..,40,"['time', 'job', 'na', 'tuition']"
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,68,"['r', 'sure', 'understand', 'wine', 'good', 'idea', 'slurp']"
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",300,"['guess', 'worried', 'know', 'way', 'body', 'repairs', 'sure', 'worry', 'slow', 'tests', 'guide', 'ovulation', 'relax', 'said', 'reason', 'worry', 'followin']"
ham,Ü bot notes oredi... Cos i juz rem i got...,43,"['ü', 'bot', 'notes', 'oredi', 'cos', 'juz', 'rem', 'got']"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,100,"['number', 'available', 'appointment', 'ask', 'connect', 'waheed', 'fathima']"
ham,"Hmm well, night night ",22,"['hmm', 'night', 'night']"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,120,"['sun', 'ah', 'thk', 'mayb', 'dun', 'anythin', 'thk', 'book', 'e', 'lesson', 'e', 'pilates', 'orchard', 'mrt', 'noe', 'hor']"
ham,Ok thanx... Take care then...,29,"['ok', 'thanx', 'care']"
ham,"Good stuff, will do.",20,"['good', 'stuff']"
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",129,"['hello', 'boytoy', 'geeee', 'miss', 'woke', 'wish', 'bed', 'cuddling', 'love']"
ham,I'm really sorry I lit your hair on fire,40,"['sorry', 'lit', 'hair', 'fire']"
ham,I'm at home. Please call,24,['home']
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",263,"['plz', 'note', 'calling', 'mobile', 'amp', 'asks', 'type', 'disconnect', 'coz', 'iz', 'attempt', 'terrorist', 'use', 'sim', 'card', 'itz', 'confirmd', 'nokia', 'n', 'motorola', 'n', 'verified', 'cnn', 'ibn']"
ham,Speaking of does he have any cash yet?,38,"['speaking', 'cash']"
ham,Oh. U must have taken your REAL Valentine out shopping first.,61,"['oh', 'taken', 'real', 'valentine', 'shopping']"
ham,Shall call now dear having food,31,"['shall', 'dear', 'having', 'food']"
ham,Ü collecting ur laptop then going to configure da settings izzit?,65,"['ü', 'collecting', 'laptop', 'going', 'configure', 'da', 'settings', 'izzit']"
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,137,"['customer', 'service', 'representative', 'won', 'guaranteed', 'cash', 'prize']"
ham,Really dun bluff me leh... U sleep early too. Nite...,53,"['dun', 'bluff', 'leh', 'sleep', 'early', 'nite']"
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,81,"['okay', 'price', 'long', 'legal', 'wen', 'pick', 'y', 'ave', 'x', 'ams', 'xx']"
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,220,"['pattern', 'emerging', 'friends', 'telling', 'drive', 'come', 'smoke', 'telling', 'weed', 'fiend', 'smoke', 'impede', 'things', 'hesitant']"
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",163,"['double', 'mins', 'txts', 'orange', 'tariffs', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free']"
ham,You made my day. Do have a great day too.,41,"['day', 'great', 'day']"
ham,Studying. But i.ll be free next weekend.,40,"['studying', 'free', 'weekend']"
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,162,"['contacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'find', 'landline']"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",156,"['lions', 'england', 'tone', 'reply', 'lionm', 'mono', 'lionp', 'poly', 'original', 'n', 'best', 'tones', 'network', 'operator', 'rates', 'apply']"
ham,I like dis sweater fr mango but no more my size already so irritating.,70,"['like', 'dis', 'sweater', 'fr', 'mango', 'size', 'irritating']"
ham,Tell where you reached,22,"['tell', 'reached']"
ham,Yup i'm free...,15,"['yup', 'free']"
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",165,"['urgent', 'landline', 'complimentary', 'lux', 'costa', 'del', 'sol', 'holiday', 'cash', 'await', 'collection', 'ppm', 'sae', 'james']"
ham,"Aight, see you in a bit",23,"['aight', 'bit']"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,"['opinion', 'jada', 'kusruthi', 'lovable', 'silent', 'spl', 'character', 'matured', 'stylish', 'simple', 'pls', 'reply']"
ham,Sent me ur email id soon,24,"['sent', 'email', 'd', 'soon']"
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,73,"['masters', 'buy', 'bb', 'cos', 'sale', 'bf']"
ham,Am in gobi arts college,23,"['gobi', 'arts', 'college']"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,149,"['purity', 'friendship', 'smiling', 'reading', 'forwarded', 'message', 'smiling', 'seeing', 'gud', 'evng', 'musthu']"
ham,"Total disappointment, when I texted you was the craziest shit got :(",68,"['total', 'disappointment', 'texted', 'craziest', 'shit', 'got']"
ham,Arun can u transfr me d amt,27,"['arun', 'transfr', 'd', 'amt']"
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",158,"['today', 'offer', 'claim', 'worth', 'discount', 'vouchers', 'text', 'yes', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', 'sub', 'unsub', 'reply', 'x']"
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",157,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feels', 'light', 'feels', 'heavy', 'leaves', 'good', 'night']"
spam,network operator. The service is free. For T & C's visit 80488.biz,66,"['network', 'operator', 'service', 'free', 't', 'c', 'visit']"
ham,"I'm a guy, browsin is compulsory",32,"['guy', 'browsin', 'compulsory']"
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,84,"['tell', 'female', 'v', 'throwing', 'deciding']"
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,133,"['collect', 'valentine', 'weekend', 'paris', 'inc', 'flight', 'hotel', 'prize', 'guaranteed', 'text', 'paris']"
ham,Oh ho. Is this the first time u use these type of words,55,"['oh', 'ho', 'time', 'use', 'type', 'words']"
ham,Yup,3,['yup']
ham,Lmao you know me so well...,27,"['lmao', 'know']"
ham,Will you come online today night,32,"['come', 'online', 'today', 'night']"
ham,So how's the weather over there?,32,['weather']
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",80,"['er', 'enjoyin', 'indians', 'mo', 'yep', 'sall', 'good', 'hehe', 's', 'bout', 'shexy', 'pete', 'xx']"
ham,Is fujitsu s series lifebook good?,34,"['fujitsu', 's', 'series', 'lifebook', 'good']"
ham,Hey what happen de. Are you alright.,36,"['hey', 'happen', 'de', 'alright']"
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",152,"['urgent', 'mobile', 'won', 'bonus', 'caller', 'prize', 'attempt', 'reach', 'asap']"
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",154,"['ok', 'later', 'showing', 'want', 'cld', 'drink', 'wld', 'prefer', 'spend', 'money', 'nosh', 'mind', 'nxt', 'wk']"
ham,I'm done oredi...,17,['oredi']
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",173,"['sir', 'sent', 'email', 'log', 'usc', 'payment', 'portal', 'send', 'message', 'explain', 'things', 'home', 'great', 'weekend']"
ham,I'm leaving my house now.,25,"['leaving', 'house']"
ham,Wat's my dear doing? Sleeping ah?,33,"['wat', 'dear', 'sleeping', 'ah']"
ham,Understand. his loss is my gain :) so do you work? School?,58,"['understand', 'loss', 'gain', 'work', 'school']"
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",153,"['good', 'afternoon', 'boytoy', 'feeling', 'today', 'better', 'hope', 'good', 'boy', 'obedient', 'slave', 'queen']"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",155,"['house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'th', 'january', 'public', 'holiday', 'closed', 'including', 'post', 'office']"
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,158,"['hey', 'loverboy', 'love', 'tell', 'look', 'picture', 'ache', 'feel', 'legs', 'fuck', 'want', 'need', 'crave']"
ham,I want to see your pretty pussy...,34,"['want', 'pretty', 'pussy']"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",161,"['win', 'westlife', 'currently', 'tour', 'text', 'cost', 'std', 'text']"
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,152,"['blame', 'day', 'life', 'good', 'days', 'happiness', 'bad', 'days', 'experience', 'essential', 'life', 'gods', 'blessings', 'good', 'morning']"
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,53,"['gud', 'dear', 'slp', 'care', 'swt', 'dreams', 'muah']"
spam,2/2 146tf150p,13,[]
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,"['hey', 'forgot', 'happy', 'b', 'day', 'babe', 'love', 'ya']"
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,114,"['kick', 'new', 'season', 'free', 'goals', 'news', 'mobile', 'txt', 'club', 'eg', 'villa']"
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",90,"['yo', 'carlos', 'friends', 'asking', 'working', 'weekend']"
ham,Yup i'm elaborating on the safety aspects and some other issues..,65,"['yup', 'elaborating', 'safety', 'aspects', 'issues']"
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",160,"['aiyo', 'c', 'ex', 'dunno', 'abt', 'mei', 'haven', 'reply', 'time', 'reply', 'fast', 'y', 'lucky', 'workin', 'huh', 'got', 'bao', 'sugardad', 'ah', 'gee']"
